title,author,year_published,subjects,edition_count,open_library_key,queried_author,description
Siete ensayos de interpretación de la realidad peruana,Jose Carlos,,,2,/book/show/244547281-siete-ensayos-de-interpretaci-n-de-la-realidad-peruana,José Carlos Mariátegui,
"MLQ Marxist Leninist Quarterly Volume 1, No.2 RacismÓ Achilles Heel of U.S, Imperialism / Counter-Offensive of U.S.Imperialism / U.S.Workers, Force for Revolution / Crisis in World Communist Movement / Review of Left Student Press / Sketch of Economic ...",Milton / A.G.Firanz / Fred Jerome / Jose Carlos Mariategui Rosen,,,1,/book/show/167923410-mlq-marxist-leninist-quarterly-volume-1-no-2-racism-achilles-heel-of-u,José Carlos Mariátegui,
7 ensayos de interpretacion de la realidad peruana,José Carlos Mariátegui,,,1,/book/show/161318531-7-ensayos-de-interpretacion-de-la-realidad-peruana,José Carlos Mariátegui,
Textos básicos,José Carlos Mariátegui,,,1,/book/show/57119479-textos-b-sicos,José Carlos Mariátegui,"Los textos del político y ensayista peruano José Carlos Mariátegui (1804-1930) han probado la capacidad de recorrer el tiempo produciendo, en cada época, una relación nueva con el mundo y, de ese modo, nuevas lecturas. Estos Textos básicos proponen, más allá de significados específicos, maneras de mirar, perspectivas, formas de urdir una relación cognitiva de la realidad."
Siete Ensayos de Interpretación de la Realidad Peruana,José Carlos Mariátegui,,,2,/book/show/232034701-siete-ensayos-de-interpretaci-n-de-la-realidad-peruana,José Carlos Mariátegui,
La scène contemporaine (Oeuvres complètes de J. C. Mariategui),José Carlos Mariátegui,,,1,/book/show/204431849-la-sc-ne-contemporaine-oeuvres-compl-tes-de-j-c-mariategui,José Carlos Mariátegui,
7 Ensayos de Interpretación de la Realidad Peruana,José Carlos Mariátegui La Chira,,,1,/book/show/212937749-7-ensayos-de-interpretaci-n-de-la-realidad-peruana,José Carlos Mariátegui,
Défense du marxisme (Oeuvres complètes de J. C. Mariategui t. 4) (French Edition),José Carlos Mariátegui,,,1,/book/show/204672403-d-fense-du-marxisme-oeuvres-compl-tes-de-j-c-mariategui-t-4,José Carlos Mariátegui,""" Défense du marxisme "", de José Carlos Mariátegui, se présente comme une contribution essentielle à la compréhension des débats intellectuels du début du XXe siècle, offrant une analyse rigoureuse et approfondie du marxisme et de ses interprétations. Ce travail érudit décortique méthodiquement les idéologies concurrentes de l'époque, mettant en lumière la pertinence et la persistance du marxisme dans le discours politique et social contemporain. Mariátegui aborde avec une précision académique des thèmes tels que la crise du marxisme vue par Henri de Man, l'économie libérale et son lien avec le socialisme, et les intrications de la philosophie moderne avec le marxisme. L'analyse détaillée des divers aspects du socialisme, y compris son éthique, son déterminisme, et son caractère héroïque et créateur, sa religiosité, révèle une compréhension originale des dynamiques politiques et sociales. L'ouvrage éclaire également le lecteur sur des questions plus spécifiques, telles que les liens entre Freudisme et Marxisme, la position du socialisme anglais, et offre une critique érudite de la littérature française contemporaine. Dans ses chapitres consacrés à la ""Théorie et Praxis de la Réaction"", Mariátegui examine les idéologies de la réaction. ""Défense du marxisme"" est un texte fondamental pour les étudiants et les chercheurs en sciences politiques, en histoire intellectuelle et en études marxistes. Ce livre n'est pas seulement une défense du marxisme ; c'est une exploration minutieuse des courants de pensée qui ont façonné le paysage intellectuel du XXe siècle, et qui continuent d'influencer les débats actuels sur le socialisme et ses variantes."
"El Problema de la Tierra y otros Ensayos. (Primer Festival del Pensamiento Politico, 3)",José Carlos Mariátegui,,,1,/book/show/157262380-el-problema-de-la-tierra-y-otros-ensayos,José Carlos Mariátegui,
ENSAYOS ESCOGIDOS,José Carlos Mariátegui,,,1,/book/show/171183545-ensayos-escogidos,José Carlos Mariátegui,
"Existe un pensamiento hispanoamericano? (Cuardernos de Cultura Latinoamericana, #34)",José Carlos Mariátegui,,,1,/book/show/60752054-existe-un-pensamiento-hispanoamericano,José Carlos Mariátegui,"Resenha que discute se há um pensamento exclusivamente hispano-americano capaz de substituir a hegemonia intelectual europeia. Mariátegui entende que não, pois não havia sequer pensamentos nacionais nos países latino-americanos ainda em formação social. Os povos estavam formando uma síntese, cuja colaboração indígena era tímida ou nula, dependendo do local em análise. O ensaio é fechado com reflexão sobre ""ibero americanismo"" versus ""pan-americanismo"". No primeiro caso, considera um processo natural, orgânico, reunião de intelectuais espanhóis e latino-americanos em prol de um debate macro. Do outro, via apenas movimento imperialista norte-americano, cujo combustível era apenas o capital."
Dos concepciones de la vida,José Carlos Mariátegui,,,1,/book/show/57065552-dos-concepciones-de-la-vida,José Carlos Mariátegui,"Si algún mérito espero y reclamo que me sea reconocido es el de -también conforme un principio de Nietzsche- meter toda mi sangre en mis ideas"". Esta frase de Mariátegui resume perfectamente su recorrido literario; lo incisivo de su trabajo, una obra llena de ideas polémicas con respecto a la sociedad y la cultura peruana y latinoamericana. Sus crónicas de posguerra, sus reflexiones sobre la crisis de la democracia y la polarización de las fuerzas políticas parecen tan actuales hoy como entonces. Se trata de un pensador y un crítico extraordinario, completamente vigente. Sin dudas, como se propuso, Mariátegui consiguió con su pluma transformar la realidad desde dentro."
"Rats, Riots, and Revolution: Black Housing in the 1960s",Keeanga-Yamahtta Taylor,2013.0,,2,/book/show/13591851-rats-riots-and-revolution,Keeanga-Yamahtta Taylor,"Through exacting research and urgent prose, Keeanga-Yamahtta Taylor demonstrates the way in which racism, redlining, and urban exploitation were not just expressions of white prejudice or generic anti-black attitudes, rather they were demonstrations of a ""political economy of residential segregation."" Keeanga-Yamahtta Taylor is a doctoral candidate in the department of African American Studies at Northwestern University. Taylor has been awarded the prestigious Ford Foundation Dissertation Fellowship. She is active in local housing struggles in Chicago, Illinois."
From #BlackLivesMatter to Black Liberation,Keeanga-Yamahtta Taylor,2016.0,,26,/book/show/25330220-from-blacklivesmatter-to-black-liberation,Keeanga-Yamahtta Taylor,"The eruption of mass protests in the wake of the police murders of Michael Brown in Ferguson, Missouri and Eric Garner in New York City have challenged the impunity with which officers of the law carry out violence against Black people and punctured the illusion of a postracial America. The Black Lives Matter movement has awakened a new generation of activists. In this stirring and insightful analysis, activist and scholar Keeanga-Yamahtta Taylor surveys the historical and contemporary ravages of racism and persistence of structural inequality such as mass incarceration and Black unemployment. In this context, she argues that this new struggle against police violence holds the potential to reignite a broader push for Black liberation."
Race for Profit: How Banks and the Real Estate Industry Undermined Black Homeownership,Keeanga-Yamahtta Taylor,2019.0,,11,/book/show/44601366-race-for-profit,Keeanga-Yamahtta Taylor,"By the late 1960s and early 1970s, reeling from a wave of urban uprisings, politicians finally worked to end the practice of redlining. Reasoning that the turbulence could be calmed by turning Black city-dwellers into homeowners, they passed the Housing and Urban Development Act of 1968, and set about establishing policies to induce mortgage lenders and the real estate industry to treat Black homebuyers equally. The disaster that ensued revealed that racist exclusion had not been eradicated, but rather transmuted into a new phenomenon of predatory inclusion . Race for Profit uncovers how exploitative real estate practices continued well after housing discrimination was banned. The same racist structures and individuals remained intact after redlining's end, and close relationships between regulators and the industry created incentives to ignore improprieties. Meanwhile, new policies meant to encourage low-income homeownership created new methods to exploit Black homeowners. The federal government guaranteed urban mortgages in an attempt to overcome resistance to lending to Black buyers - as if unprofitability, rather than racism, was the cause of housing segregation. Bankers, investors, and real estate agents took advantage of the perverse incentives, targeting the Black women most likely to fail to keep up their home payments and slip into foreclosure, multiplying their profits. As a result, by the end of the 1970s, the nation's first programs to encourage Black homeownership ended with tens of thousands of foreclosures in Black communities across the country. The push to uplift Black homeownership had descended into a goldmine for realtors and mortgage lenders, and a ready-made cudgel for the champions of deregulation to wield against government intervention of any kind. Narrating the story of a sea-change in housing policy and its dire impact on African Americans, Race for Profit reveals how the urban core was transformed into a new frontier of cynical extraction."
How We Get Free: Black Feminism and the Combahee River Collective,Keeanga-Yamahtta Taylor,,,15,/book/show/34381451-how-we-get-free,Keeanga-Yamahtta Taylor,"The Combahee River Collective, a group of radical black feminists, was one of the most important organizations to develop out of the anti-racist and women's liberation movements of the 1960s and 70s. In this collection, founding members of the organization and contemporary activists reflect on the legacy of its contributions to black feminism and its impact on today's struggles."
Summary of Keeanga-Yamahtta Taylor's Race for Profit,Everest Media,,,1,/book/show/112482562-summary-of-keeanga-yamahtta-taylor-s-race-for-profit,Keeanga-Yamahtta Taylor,"Please This is a companion version & not the original book. Sample Book #1 In August 1967, the House of Representatives rejected a bill to exterminate rats in the inner city, and in response the protestors chanted We want a rat bill! at progressively higher volumes. The previous attempt at passing the bill had not been simply voted down but ridiculed in the process. #2 During the Watts rebellion, a reporter interviewed two Black teenagers about why the riots had happened. One explained where he and his family We live in a two-bedroom apartment. The rent is too high and rats, they are big. You open the back door and one of them jumps over your foot from the back porch. But we still have to live there. #3 In 1966, a Chicago baby was killed by a rat while sleeping in his crib. More than a thousand African Americans gathered on Chicago’s West Side in protest. #4 The urban vermin trope symbolized the degradation of Black urban life in the United States. It was a product of repeated reports by African American media about the conditions in cities, which were largely ignored by mainstream explanations that blamed the housekeeping and hygiene of individual families."
Study Guide: From #Blacklivesmatter to Black Liberation by Keeanga-Yamahtta Taylor,SuperSummary,,,2,/book/show/121237354-study-guide,Keeanga-Yamahtta Taylor,"Analyzing literature can be hard — we make it easy! This in-depth study guide offers summaries & analyses for all 7 chapters of From #Blacklivesmatter to Black Liberation by Keeanga-Yamahtta Taylor. Get more out of your reading experience and build confidence with study guides proven raise students’ grades, save teachers time, and spark dynamic book discussions. SuperSummary Study Guides are written by experienced educators and literary scholars with advanced degrees in relevant fields. Here's what's “I was taking a very fast paced class. I had to read 5 novels within 5 weeks so the chapter summaries really helped. I ended up getting an A-B on every paper I wrote! I recommend SuperSummary to all my college friends.” — Annabell C., College Student “I use SuperSummary to supplement my own lesson planning designs. I particularly like the discussion questions/essay questions offered, as well as the summary of events and then interpretation/meaning of a section.” — Adrienne B., Middle School Teacher “I started a book club and wanted some reference material. SuperSummary helped me lead a productive discussion , get ideas for questions and gain a deeper understanding of the material.” — Laura D., Book Club Member “ I needed a quick clarification of my own understanding of a novel before discussing it with my students. SuperSummary guides are easy to maneuver — everything is labeled and well-organized. — Stella I., High School Teacher “ Subscribing to SuperSummary was the only way to save my grade. SuperSummary helped me get a high grade on my test and complete my summer assignment.” — Dudley L, High School Student"
#VidasNegrasImportam e libertação negra,Keeanga-Yamahtta Taylor,,,1,/book/show/210965972-vidasnegrasimportam-e-liberta-o-negra,Keeanga-Yamahtta Taylor,"""O racismo nos Estados Unidos sempre foi o meio utilizado pelos homens brancos mais poderosos do país para justificarem seu governo, ganharem dinheiro e manterem o resto de nós à distância. Por essa razão, o racismo, o capitalismo e o domínio de classe sempre se entrelaçaram de tal maneira que é impossível imaginar um sem o outro."" Eis uma das conclusões de #VidasNegrasImportam e libertação negra, de Keeanga-Yamahtta Taylor, que entra em pré-venda pela Editora Elefante a partir de hoje. Lançado em 2016, o livro resgata e discute o movimento #BlackLivesMatter, surgido em 2014 em reação ao assassinato do jovem negro Michael Brown pela polícia de Ferguson, no estado do Missouri. Os protestos, que se espalharam pelo país e se estenderam até 2015, ocorreram quando a Casa Branca — ""um edifício construído por escravos em 1795"", lembra Keeanga — era ocupada pelo primeiro presidente negro dos Estados Unidos. As manifestações foram de encontro à ideia, então defendida por muitos, de que o país estava finalmente superando o racismo. ""Como explicar a ascensão de um jovem presidente negro, juntamente com o exponencial crescimento da classe política negra e o aparecimento de uma pequena porém expressiva elite econômica negra, concomitantemente com o surgimento de um movimento social cujo slogan é um lembrete de que 'vidas negras importam'?"", questiona a autora. ""Não é preciso dizer que assassinato e brutalidade policiais são apenas a ponta do iceberg quando se trata do sistema de justiça criminal estadunidense"", continua, trazendo mais uma dimensão à sua análise, aplicável também ao ""É impossível entender o intenso policiamento nas comunidades negras sem analisar as décadas de 'guerra às drogas' e o encarceramento em massa."""
n+1 Issue 35: Savior Complex,n+1,,,1,/book/show/52303910-n-1-issue-35,Keeanga-Yamahtta Taylor,"Abolish private property. I was a teenage telemarketer. Lorelei Lee on sex work and consent. Not-boyfriends, no girlfriends. Pre-mourning diary. Mark Greif reads the Mueller Report. Thinking about design thinking."
Racist Logic,Donna Murchet al,,,3,/book/show/45266596-racist-logic,Keeanga-Yamahtta Taylor,"The history of international banking, the commodification of black masculinity, the buying and selling of women's eggs, Michelle Obama's dubious advice to black youth, and the workings of affirmative action at elite universities viewed through the lens of racial capitalism. In Racist Logic , lead essayist Donna Murch writes that “historically, the division between 'dope' and medicine was the race and class of users.” By using the concept of “racial capitalism” to examine the opioid crisis alongside the War on Drugs, Murch brings an otherwise familiar story into new territory. To understand the twisted logic that created the divergent responses to drug use—succor and sympathy for white users, prison and expulsion for people of color—Murch shows how a racialized regime of drug prohibitions led Purdue Pharma to market OxyContin specifically to whites. Alongside Murch, contributors consider how racial capitalism helps us understand the history of international banking, the commodification of black masculinity, the buying and selling of women's eggs, Michelle Obama's dubious advice to black youth, and the workings of affirmative action at elite universities. Contributors Michael Collins, Richard Thompson Ford, Helena Hansen, David Herzberg, Peter James Hudson, Jonathan Kahn, L.A. Kauffman, Julilly Kohler-Hausmann, Jordanna Matlon, Max Mishler, Donna Murch, Julie Netherland, Britt Rusert, Keeanga-Yamahtta Taylor, Alys Eve Weinbaum"
US Politics in an Age of Uncertainty: Essays on a New Reality,Lance Selfa,,,2,/book/show/37658712-us-politics-in-an-age-of-uncertainty,Keeanga-Yamahtta Taylor,"""This collection contains everything we need to understand the world that gave us Trump, and to arm ourselves for the battles to come"" (Sarah Jaffe, author of Necessary Americans in Revolt ). The Democratic Party and mainstream liberal organizations have shown themselves to be completely inadequate to address the key questions facing working people today. The corporate-friendly wing of the party, especially in the aftermath of the Great Recession in 2008, has created conditions that led to the Trump phenomenon in the international context of rising right-wing populism. These essays from a wide variety of thinkers delve into topics of economic inequality and exploitation, gender and cultural identity, and how the neglect of the working class by establishment politicians has had consequences that urgently need to be addressed."
"We Still Here: Pandemic, Policing, Protest, & Possibility",Marc Lamont Hill,,,11,/book/show/55937435-we-still-here,Keeanga-Yamahtta Taylor,"""Offers critical insights into the whirlwind pandemic and racism have reaped . . . Politics, history, strategy, and tactics are all that our side has."" --Keeanga-Yamahtta Taylor, author of Race for Profit ""In the United States, being poor and Black makes you more likely to get sick. Being poor, Black, and sick makes you more likely to die. Your proximity to death makes you disposable."" The uprising of 2020 marked a new phase in the unfolding Movement for Black Lives. The brutal killings of Ahmaud Arbery, George Floyd, and Breonna Taylor, and countless other injustices large and small, were the match that lit the spark of the largest protest movement in US history, a historic uprising against racism and the politics of disposability that the Covid-19 pandemic lays bare. In this urgent and incisive collection of new interviews bookended by two new essays, Marc Lamont Hill critically examines the ""pre-existing conditions"" that have led us to this moment of crisis and upheaval, guiding us through both the perils and possibilities, and helping us imagine an abolitionist future. ""Marc Lamont Hill doesn't shy away from the difficult questions, and he is willing to tell the hard truth. In this powerful book, his insight and commitment to justice leap from every page. Read it, be informed, and feel fortified in these trying times. Hill models what Henry James called 'perception at the pitch of passion.'"" -- Eddie S. Glaude, Jr., New York Times bestselling author of Begin Again ""A brilliant, timely, and inspirational book . . . paints a beautiful picture of possibilities for the future."" -- Tarana Burke, founder of the Me Too movement"
The Long Year: A 2020 Reader,Thomas J. Sugrue,,,3,/book/show/58064610-the-long-year,Keeanga-Yamahtta Taylor,"Some years―1789, 1929, 1989―change the world suddenly. Or do they? In 2020, a pandemic converged with an economic collapse, inequalities exploded, and institutions weakened. Yet these crises sprang not from new risks but from known dangers. The world―like many patients―met 2020 with a host of preexisting conditions, which together tilted the odds toward disaster. Perhaps 2020 wasn’t the year the world changed; perhaps it was simply the moment the world finally understood its deadly diagnosis. In The Long Year , some of the world’s most incisive thinkers excavate 2020’s buried crises, revealing how they must be confronted in order to achieve a more equal future. Keeanga-Yamahtta Taylor calls for the defunding of police and the refunding of communities; Keisha Blain demonstrates why the battle against racism must be global; and Adam Tooze reveals that COVID-19 hit hardest where inequality was already greatest and welfare states weakest. Yarimar Bonilla, Xiaowei Wang, Simon Balto, Marcia Chatelain, Gautam Bhan, Ananya Roy, and others offer insights from the factory farms of China to the elite resorts of France, the meatpacking plants of the Midwest to the overcrowded hospitals of India. The definitive guide to these ongoing catastrophes, The Long Year shows that only by exposing the roots and ramifications of 2020 can another such breakdown be prevented. It is made possible through institutional partnerships with Public Books and the Social Science Research Council."
"There's a Revolution Outside, My Love: Letters from a Crisis",Tracy K. Smith,,,4,/book/show/57808151-there-s-a-revolution-outside-my-love,Keeanga-Yamahtta Taylor,"This kaleidoscopic portrait of an unprecedented time brings together some of our most treasured writers today—Edwidge Danticat, Layli Long Soldier, Monica Youn, Julia Alvarez, Reginald Dwayne Betts, Keeanga-Yamahtta Taylor—to give voice to the unthinkable grief and hopeful possibilities born in an era of revolution and change. We are living through an unprecedented, revolutionary era. Across the country, people are losing their loved ones, their livelihoods, their homes, and even their own lives to COVID-19. Despite the pandemic, countless protests erupted this summer over the recurring loss of Black lives. Shock and outrage reverberated. 'THERE'S A REVOLUTION OUTSIDE, MY LOVE' captures and gives voice to all of these roiling sentiments that were unleashed in a profoundly affecting time. Beginning with a heart-rending poem by masterful poet Patricia Smith that grieves the murder of George Floyd, among others - the pieces in this anthology fan out from there, offering a kaleidoscopic and intimate view of the change we all underwent. Composed of searing letters, essays, poems, reflections, and screeds, 'THERE'S A REVOLUTION OUTSIDE, MY LOVE' highlights the work of some of our most powerful and treasured writers. They hail from across a range of backgrounds and from almost all fifty states. Between them, have brought home four Pulitzers, two National Book Awards, a fistful of Whitings, and numerous citations in best American poetry, short story, and essay compilations. They are noisy with beauty, and their pieces ring out. Galvanizing and lyrical, this is a deeply profound anthology of writing filled with pain and beauty, warmth and intimacy. A remarkable feat of empathy, 'THERE'S A REVOLUTION OUTSIDE, MY LOVE' offers solace in a time of swirling protest, change, and violence - reminding us of the human scale of the upheaval, and providing hope for a kinder future."
State of Control (ROAR #4),ROAR Magazine,,,1,/book/show/33550574-state-of-control,Keeanga-Yamahtta Taylor,"""Stability,"" insisted the Controller, ""stability. The primal and the ultimate need. Stability. Hence all this."" — Aldous Huxley, Brave New World"
A Beautiful Ghetto,Devin  Allen,,,3,/book/show/63264006-a-beautiful-ghetto,Keeanga-Yamahtta Taylor,"On April 18th, 2015, Baltimore erupted into mass protests in response to the brutal and heinous murder of Freddie Gray by the Baltimore police. Suddenly, the eyes of the world turned to Baltimore. In nearly 100 stunning black and white photos, Allen documents the uprising, his city, and the people who live there, revealing a world of love, courage, struggle and hope. Each photo reveals the personality, beauty and spirit of Baltimore and those who live there, as his camera complicates the stereotype of a “ghetto”. We find smiles where one might least expect them, hope doing battle against a system that sows desperation and fear, and above all, resistance, to the unrelenting pressures of racism in twenty-first-century America. ““Allen’s work demonstrates a connection between resistance as a daily activity, a way of life in the ghetto, and resistance as a political act, as played out in the streets last spring. He documents resistance without judgment, without asking the usual questions that outsiders Is it justified? Is it effective? Is it legal? Resistance is represented not as a tactic, but as a fundamental aspect of life.” — Washington Post Devin Allen is one of the first amateur photographers to have their his work featured on the cover of Time magazine. His photographs have also appeared in New York Magazine , the Washington Post , the New York Times , CNN, BBC, NBC News, Aperture Magazine , and Yahoo! ."
Remembering Jim Crow: African Americans Talk About Life in the Segregated South,William Henry Chafe,,,13,/book/show/56824081-remembering-jim-crow,Keeanga-Yamahtta Taylor,"A timely new edition of the stunning, prize-winning portrait of the Jim Crow South through unique first-person accounts Praised as ""viscerally powerful"" ( Publishers Weekly ), this remarkable work of oral history captures the searing experience of the Jim Crow years through first-person interviews carefully collected by researchers at Duke University's Behind the Veil project. Newly relevant today as Americans reckon with the legacies of slavery and strive for racial equality, Remembering Jim Crow provides vivid, compelling accounts by men and women from all walks of life, who tell how their day-to-day lives were subjected to profound and unrelenting racial oppression. ""A shivering dose of reality and inspiring stories of everyday resistance"" ( Library Journal ), Remembering Jim Crow is a testament to how Black Southerners fought back against the system, raising children, building churches and schools, running businesses, and struggling for respect in a society that denied them the most basic rights. Collectively, these narratives illuminate individual and community survival and tell a powerful story of the American past that is crucial for us to remember as we grapple with Jim Crow's legacies in the present."
Like a Hammer: Poets on Mass Incarceration,Diana Marie Delgado,,,3,/book/show/223709628-like-a-hammer,Keeanga-Yamahtta Taylor,"Like A Hammer is an anthology of poems that unearths the shared traumas produced by America’s incarceration system. These powerful poems of witness seek to address the oppressive systems that make up the US prison-industrial complex, revealing cracks in a criminal punishment system that too often appears unchangeable. The impacts of that system reverberate through lives and across generations. The poets gathered here aim to foreground the real experiences of people touched by the system, to upend dominant narratives, shine light on injustice, and act as a fulcrum around which to organize communities in support of change. Like A Hammer explores how art and imagination can serve as vehicles for endurance, offering us the hope to envision a better future. Contributors Hanif Abdurraqib, Rhionna Anderson, Brian Batchelor, Reginald Dwayne Betts, Marina Bueno, Cody Bruce, Marcelo Hernandez Castillo, Natalie Diaz, Tongo Eisen-Martin, Nikky Finney, Kennedy A. Gisege, Gustavo Guerra, Jessica Hill, Vicki Hicks, Randall Horton, Sandra Jackson, Catherine LaFleur, Ada Limón, Sarah Lynn Maatsch, Christopher Malec, Eduardo Martinez, John Murillo, Angel Nafis, Kenneth Nadeau, Leeann Parker, James Pearl, Christina Pernini, Roque Raquel Salas Rivera, Patrick Rosal, Nicole Sealey, Evie Shockley, Patricia Smith, Sin á Tes Souhaits, Vanessa Angélica Villarreal, Erica ""Ewok"" Walker, Candace Williams, and SHE>i"
آخر الليل,Mahmoud Darwish,1967.0,,6,/book/show/11958571,Mahmoud Darwish,"""حلمت بعرس الطفولة، بعينين واسعتين حلمت حلمت بذات الجديلة حلمت بزيتونة لا تباع ببعض قروش قليلة حلمت بأسوار تاريخك المستحيلة حلمت برائحة اللوز تشعل حزم الليالي الطويلة، بأهلي حلمت بساعد أختي سيلتف حولي وشاح بطولة حلمت بليلة صيف بسلة تين حلمت كثيراً كثيراً حلمت إذن سامحيني!!""."
حبيبتي تنهض من نومها,Mahmoud Darwish,1970.0,,3,/book/show/10052866,Mahmoud Darwish,"This book is part of the Mahmoud Darwish series of poetry and prose books. This is the first edition by The Mahmoud Darwish Foundation, Al Ahlia, and Dar Al Nasher published in 2013. The series features an attractive design, excellent finish, and easy to read colors and fonts."
الأعمال الشعرية الكاملة,Mahmoud Darwish,1973.0,,12,/book/show/6718801,Mahmoud Darwish,"عندما تهاجر أسراب السنونو مواطنها... تسمع في حفيف أجنحتها صوت موسيقى شعره... وعندما تقرأ محمود درويش... تسمع في سطوره... في معانيه أناشيد تلك الطيور المهاجرة... فتدرك أن تلك الطيور لم تكن تغني لتطرب... بل لتبوح بلوعة الحنين... ولتبكي مأساة الهجرة... ومحمود درويش لا ينظم شعراً... بل من معانيه تتناهي قصائد... فتتهادى الكلمات... تشد بعضها بعضاً... في تلقائية فطرية... ينغمس فيها الإحساس... تتماهى فيه ومعه... وترحل بعيداً في عالم قصائده... وتحس بكل لوعات التشرد وما معنى أن يكون الإنسان بلا وطن... ""وماذا جَنَيْنا يا أمّاه حتى نموت مرتين... هل تعلمين ما الذي يملأني بكاءً؟... هَبي مرضت ليلةً... وهَدَّ جِسْمِي الداء... هل يذكر المساء مهاجراً أتى هنا... ولم يعد إلى الوطن؟ هل يذكر المساء... مهاجراً مات بلا كفن..."" هكذا تنساب معانيه... تتداخل في الذات، ومجلدات تذوب في كلماتها المأساة... حيناً... أنيناً ألماً وشوقاً... فكل كلمة أهة... وكل عبارة صرخة... وكل قصيدة مدائن حزن وطن ساكن في الوجدان... وشعره... وطنه ألفباءه... بدايته وطن مسلوب في وضح النهار... ونهايته تشرد وحنين... وأهل بلا أبناء... وأولاد بلا أوطان... وإنسان بلا عنوان..."
يوميات الحزن العادي,Mahmoud Darwish,1973.0,,16,/book/show/5269911,Mahmoud Darwish,يوميات كتبت عن فترة عيش درويش الأولى في فلسطين قبل تهجيره، تتسم بالحزن والثورية في هذا الكتاب يوصّف محمود درويش نثراً ما آلت إليه حالة الشعب الفلسطيني وما يعانيه من العدو الإسرائيلي الشرس في الوطن المحتل وفي المنافي حتى باتت أيامه يوماً طويلاً من القهر والحزن. صحيح عندما بدأ يكتب محمود درويش كتب عن نفسه ومعاناته الشخصية. لكن ما يعانيه الشاعر يعانيه الملايين من شعبه
محاولة رقم 7,Mahmoud Darwish,1973.0,,3,/book/show/13579307-7,Mahmoud Darwish,"""كأني على موعد دائم معها ها هي الأرض تكمل دورتها ها هو الوقت يثمر تفاحةً نلتقي؟ لم أجد غيرها امرأة ذاهبة لم أجد غيرها خنجراً قادماً. كأن خطاها مفاجأة الموت تأتي مفاجئة وكأني على موعد دائم معها تأخرت.. أسرعت.. إن فراغك ممتلئ قمراً أحبك، أم أتنفس؟ انتظر الشفتين، أم الصاعقة؟ لجسمك صوت يذكرني بالولادة حين أموت (ومن عادتي أن أموت كثيراً) تأخرت أسرعت كالصاعقة!... وأكتب عنك بلاداً ويحتلها الآخرون وأرسم فيك جواداً ويسرقه الآخرون وأكتب وأرسم.. كانت ذراعاك فاتحة الحزن والزهر كنت أعود إلى الأرض كنت أصاهر في كفك الحجرا وكان فراغك ممتلئأ قمراً، كأني على موعد دائم معها، ها هي الأرض تكمل دورتها ها هو الوقت يثمر تفاحة. وللوقت كف تداعبني مرة، وتقتلني مرة، أيها الوقت كن يدها كي أراك أيها الوقت كن يدها كي أراها."""
الأعمال الكاملة محمود درويش,Mahmoud Darwish,1973.0,,12,/book/show/39996884,Mahmoud Darwish,مشيا على الأقدام، أو زحفا على الأيدي نعود قالوا.. و كان الضخر يضمر و المساء يدا تقود .. لم يعرفوا أن الطريق إلى الطريق دم و، مصيدة ،و بيد كل القوافل قبلهم غاصت، و كان النهر يبصق ضفّتيه قطعا من اللحم المفتت، في وجوه العائدين كانوا ثلاثة عائدون: شيخ، و ابنته، وجندي قديم يقفون عند الجسر.. كان الجسر نعاسا، و كان الليل قبّعة و بعد دقائق يصلون ،هل في البيت ماء؟ و تحسس المفتاح ثم تلا من القرآن آيه ...) قال الشيخ منتعشا: و كم من منزل في الأرض يألفه الفتي قالت: و لكن المنازل يا أبي أطلال! فأجاب: تبنيها يدان .. و لم يتم حديثه، إذ صاح صوت في الطريق: تعالوا! و تلته طقطقة البنادق .. لن يمرّ العائدون حرس الحدود مرابط يحمي الحدود من الحنين
تلك صورتها وهذا انتحار العاشق,Mahmoud Darwish,1975.0,,4,/book/show/9364958,Mahmoud Darwish,"""والحلم يأخذ شكله ويصير صورتك العنيفة... موتي: أو اختصري هنا موتاك، كوني ياسميناً أو قذيفة والحلم يأخذ شكله، فيخاف. لكن المدينة واقفة في قمّة الجرح الجديد، وفي انفجار العاصفة ماذا تقول الريح؟ نحن الريح نقتلع المراكب والكواكب والخيام مع العروش الزائفة..."" انتحار وانتصار وبعد ذوابات الليل يأتي النهار، الأرض تبدأ من يديه، وكان يرمي الأرض بالأحلام، قنبلته قرنفلته حاول أن يموت فلم يفز بالموت، وكان له يوم يكون وفراشة بنت السجون، والأرض تبدأ من يديه، المستحيل هويته وهويته ورق الحقول..."
