title,author,year_published,edition_count,open_library_key,queried_author,description
"Pro SQL Server 2008 Reporting Services by Landrum, Rodney, Voytek II, Walter J., McGehee, Shawn [Apress, 2008] (Paperback) [Paperback]",Landrum,,1,/book/show/161292007-pro-sql-server-2008-reporting-services-by-landrum-rodney-voytek-ii-wa,Walter Rodney,"Pro SQL Server 2008 Reporting Services by Landrum, Rodney, Voytek II, Walter ..."
Walter Crane as a Book Illustrator by Rodney K Engen (1975-02-01),Rodney K. Engen,,7,/book/show/129769348-walter-crane-as-a-book-illustrator-by-rodney-k-engen,Walter Rodney,". 1975 Academy eds, illus bright clean copy"
The Complete Keto Cookbook for Beginners: Easy And Healthy Recipes With Keto Cookbook for Beginners Simple 101 Days Advanced Meal Plan,Rodney L. Walters,,1,/book/show/117958358-the-complete-keto-cookbook-for-beginners,Walter Rodney,"The ketogenic diet is an eating plan that drastically reduces carbohydrate intake and replaces them with fats. Anyone who regularly eats high-carbohydrate foods can use this ketogenic meal plan as a quick, easy and healthy way for their diet. With the Keto Cookbook for beginners, you'll find a variety of diet-friendly recipes for breakfast, lunch, dinner, and dessert to keep you on your ketogenic journey."
"Island Magazine, #150",Island Magazine,,1,/book/show/36426806-island-magazine-150,Walter Rodney,"""￼￼￼￼￼￼￼￼￼Remember when I was coming back from the Antarctic on that orange icebreaker, and a friend told me that he could smell home – Tassie. I told him that The Island just makes me feel so bloody sad and it rips up my insides and it’s not my home. He looked at me for a while and then said, ‘Tasmania’s not like that at all. What you need is a welcome to country."" These lines are from a letter by author Favel Parrett. She’s referring to the moment of return to Hobart from a journey made possible by the Australian Antarctic Arts Fellowship – she’d been researching the novel which would become 'When the Night Comes'. The question of why a Tasmanian would feel this way about her home state is answered by the pages that follow, though the fact that the letter is addressed to Truganini – famously and erroneously considered the last Indigenous Tasmanian, who died in Hobart in 1876 – is explanation enough. What is it to be someone who inhabits in a place by virtue of the displacement and extirpation of others – others whose claim to that land is founded on thirty-five centuries of prior occupation? Parrett’s first instinct, described above, is anger directed within and without. To dwell one must be content to linger in a place. In the German word Wohnen – to live – the idea of dwelling and being at peace are one. So, dwelling is a mental, even spiritual, condition as much as deliberate residence in a physical it is a state of mind. In 'Hey Truganini', Parrett describes, in prose at once garrulous and anguished, how knowledge of the past has made dwelling in Tasmania a form of torture for her. Reading the letter again, I’m reminded of a newly published book. Sarah Sentilles’s 'Draw Your Weapons' is made up of hundreds of micro-essays which return again and again to the question of violence, depictions of violence, and how we should respond to such depictions. The photos of Abu Graib inmates, for instance; or postcards of early twentieth-century Southern lynchings. Should we look at them? Or do they only recall us to the futility of one person’s care arrayed against the evil of the world? The Favel Parrett who begins this letter has absorbed the words and images that tell the truth of the Black War in Tasmania – the rapes and the murders, the separation of families, the forced incarceration, the corpses mutilated for science and souvenir – and they have poisoned the world around her. The natural beauty of Tasmania only returns the author to the ugly truth of what – and who – is missing from the picture. She walks along the beach at Great Oyster Bay, past the immemorial middens of that Indigenous gathering place, and can only imagine a large human presence expunged. Sentilles acknowledges this feeling of hopelessness may be overwhelming. Still, she regards the unflinching gaze with which an author such as Parrett has looked back as necessary. To not look is to attempt to avoid historical or collective guilt; it is a bid to remain unsullied. The question both writers explore is if one can’t look away – and yet to look is to fall into hopelessness because no effort of care or will will repair the wounds of the past – what is one then to do? The answer on both counts is the creative act. Here is Sentilles again, paraphrasing the American philosopher Elaine ""Art – bringing a physical object into the world where previously there was not one – illustrates on a small scale what’s possible on a larger scale, Scarry noted. You take something from inside your mind and put it out into the real world – from my head to my hand, from my head to your hand – which means that what was inside your mind is now shareable. Imagining a city, you make a house ... Imagining a political utopia, you help build a country. Imagining the elimination of suffering in the world, you nurse a sick friend. Scarry called the creation of an artefact – a sentence, a cup, a piece of lace – a fragment of world alteration. And if you can make these smaller changes, she wrote, if you can alter the world in fragments, just think of what can be imagined together, what might be possible in a a total reinvention of the world."" Parrett has, in these pages, written an imaginary letter about a real woman and mailed it to readers’ heads. She recounts the violence perpetrated on Truganini and her people. She recalls the dispossession, the disease, the ignominy, the slide into despair that marked the Indigenous woman’s life at every point and which pursued her even into death, when the authorities refused Truganini’s request to have her ashes spread over the D’Entrecastreaux Channel and instead put her remains on show for the public. All this the author relates and then surprises us – as Sentilles’s ultimately hopeful book does too – with a joyful conclusion. Parrett returns to Great Oyster Bay and this time feels genuine wonder at the physical beauty of the s..."
"Preliminary performance estimates of an oblique, all-wing, remotely piloted vehicle for air-to-air combat / by Walter P. Nelms, Jr., and Rodney O. Bailey. 1974 [Leather Bound]",Walter P. Nelms,,1,/book/show/140586181-preliminary-performance-estimates-of-an-oblique-all-wing-remotely-pilo,Walter Rodney,"Leather Binding on Spine and Corners with Golden Leaf Printing on round Spine (extra customization on request like complete leather, Golden Screen printing in Front, Color Leather, Colored book etc.) Reprinted in 2018 with the help of original edition published long back [1974]. This book is printed in black & white, sewing binding for longer life, Printed on high quality Paper, re-sized as per Current standards, professionally processed without changing its contents. As these are old books, we processed each page manually and make them readable but in some cases some pages which are blur or missing or black spots. If it is multi volume set, then it is only single volume, if you wish to order a specific or all the volumes you may contact us. We expect that you will understand our compulsion in these books. We found this book important for the readers who want to know more about our old treasure so we brought it back to the shelves. Hope you will like it and give your comments and suggestions. - English, Pages 108. EXTRA 10 DAYS APART FROM THE NORMAL SHIPPING PERIOD WILL BE REQUIRED FOR LEATHER BOUND BOOKS. COMPLETE LEATHER WILL COST YOU EXTRA US$ 25 APART FROM THE LEATHER BOUND BOOKS. {FOLIO EDITION IS ALSO AVAILABLE.} Complete Preliminary performance estimates of an oblique, all-wing, remotely piloted vehicle for air-to-air combat / by Walter P. Nelms, Jr., and Rodney O. Bailey. 1974 Nelms, Walter P."
Pisgah Forest and Nonconnah: The Potteries of Walter B. Stephen,Rodney Leftwich,,2,/book/show/22443935-pisgah-forest-and-nonconnah,Walter Rodney,"This 268 page full color book with embossed cover chronciles the life of Walter B. Stephen and his potteries. The book includes family history and archival photographs. It also includes the history of Tennesse Nonconnah, North Carolina Nonconnah and Pisgah Forest Pottery with beautiful photographs of many rare and never before seen examples. A time line, drawings of shapes, marks and photographs of bottoms complete the book. Truly ""the"" book on Pisgah Forest Pottery."
"Heart Throbs and Hoof Beats ; Poems of Track, Stable and Fireside / Walter Palmer. Cover by Rodney Thompson. 1922 [Leather Bound]",Walter Butler Palmer,,1,/book/show/236649039-heart-throbs-and-hoof-beats-poems-of-track-stable-and-fireside-walt,Walter Rodney,"Leather Binding on Spine and Corners with Golden leaf printing on spine. This book is printed in black & white, Sewing binding for longer life, where the book block is actually sewn (smythe sewn/section sewn) with thread before binding which results in a more durable type of binding. Reprinted in 2022 with the help of original edition published long back 1922. As this book is reprinted from a very old book, there could be some missing or flawed pages. If it is multi vo Resized as per current standards. We expect that you will understand our compulsion with such books. 120 Heart throbs and hoof beats ; poems of track, stable and fireside / Walter Palmer. Cover by Rodney Thompson. 1922 Walter Butler Palmer"
Iron Men: The History of Braunschweig Infantry Nr. 92 in the Great War 1914-1918,George J. Walters,,1,/book/show/242702872-iron-men,Walter Rodney,"Iron Men tells the story of a distinguished German regiment in World War I that fought courageously in many of the great battles of the war and firmly stood its ground despite suffering enormous casualties. Braunschweig Infantry Regiment Nr. 92, a unit with roots dating back to the Napoleonic era, participated in the Battle of the Marne, the Nivelle Offensive, Passchendaele, Cambrai and Operation Michael on the Western Front, and in the Gorlice-Tarnow Offensive, the Brusilov Offensive and the Kerensky Offensive on the Eastern Front. The regiment was called upon time and again when elite troops were needed at the front either to spearhead an attack or to blunt an enemy offensive. Iron Men is based on the book ""Geschichte des Infanterie Regiment Nr. 92 im Weltkrieg 1914-1918"" which was published in 1929 in the old-style German fraktur font and was translated by the authors. Additional information has been added to the translated text to place the regiment’s sequence of events in greater context within maneuvers of the Great War. The text is supported by 257 images including period photographs, sketches that were made by a member of the unit throughout the war, and photographs of individual soldiers of the regiment who were killed in action. The book also contains 144 maps including battle maps from the 1929 book, period German military maps, and maps created by the authors that trace the regiment’s journeys throughout the war from 1914 to 1918. The authors are living historians and reenactors with the recreated Infantry Regiment Nr. 92, a member unit of the Great War Association based in the U.S."
The Book of Books: A Compendium,Walter Thomas,,1,/book/show/1550676.The_Book_of_Books,Walter Rodney,"A collection of photographs based on/related to works of literature. Includes reference guide for graphic designers. Contents: The fountainhead -- The man without qualities -- In praise of folly -- Where angles [i.e., angels] fear to tread -- Hidden persuaders -- The rake's progress -- Parallel lives -- Women in love -- Ada or Ardor : a family chronicle -- How to take better pictures -- Walden, or, Life in the woods -- Look homeward angel -- Metamorphosis -- The portrait of a lady -- Empire of the Sun -- Don Juan -- Genesis, the book of -- Jane's aircraft recognition guide -- La construction du réel chez l'enfant -- Confessions of an English opium eater -- The Oxford English dictionary."
Walter Benjamin Selected Writings (1913-1940) Complete in in 4 Volumes,Walter Benjamin,,3,/book/show/138036206-walter-benjamin-selected-writings-1913-1940-complete-in-in-4-volumes,Walter Rodney,These 4 Volumes are the complete selected writings of Walter Benjamin as edited by Michael W. Jennings. These writings are comprised of the following Volume 1 (1913-1926) Volume 2 (1927-1934) Volume 3 (1935-1938) Volume 4 (1938-1940)
Critical Dimensions of African Studies: Re-Membering Africa,Jennifer De Maio,,2,/book/show/150044606-critical-dimensions-of-african-studies,Walter Rodney,"This book brings together top researchers, thinkers, and activists from across disciplines to reflect on the study of Africa. Critical Dimensions of African Re-Membering Africa emphasizes a critique of power structures, the promotion of human liberation, a commitment to social justice and transformation, and critical reflection on the politics of the production and circulation of knowledge of Africa. The editors, Jennifer De Maio, Suzanne Scheld, and Tom Spencer-Walters, organize the book around three related key international/transnational, humanistic, and combined critical theory and practice perspectives. They argue that each theme represents an important dimension of contemporary African and African diaspora studies and re-centering these themes within the discipline will help to advance the field. The diverse contributors capture the goal and method for re-membering Africa by reflecting and defining the field from various disciplines in order to consider the history, the critical debates, and the challenges to current views of the status and future direction of African studies."
Silent Leader: The Biography of Dr. Freddie L. Thomas,Rodney Brown,,1,/book/show/61458958-silent-leader,Walter Rodney,"Dr. Freddie L. Thomas was a historian and a scientist, an inventor an author, a book collector, a composer and a scholar,- who had mastered the art of teaching.The focus of the biography is not specifically centered on the scientific aspects of Dr. Thomas’s life, but also the political and social environments of the communities he encountered.Equally significant, he reached out to young people, both from prominent and poor families (including gang members) to teach them the importance of obtaining a quality education. He spent an enormous amount of time with youth teaching them everything from basic rudiments of English and mathematics to complex mathematics, physics, philosophy, and religion. It was his way to seek out youngsters in the streets, get them interested in learning and then teaching them; if they were willing to apply themselves.He tutored all kinds of people in all kinds of places. Although, he never had a teaching certificate and never received any financial compensation in return. He didn’t do it because he was after any gain of money or power. It was his natural way of living. He was, indeed, a Silent Leader."
"Richard Helms et al., Petitioners, V. Rodney D. Driver et al. U.S. Supreme Court Transcript of Record with Supporting Pleadings",Walter H Fleischer,,2,/book/show/79680982-richard-helms-et-al-petitioners-v-rodney-d-driver-et-al-u-s-supre,Walter Rodney,"The Making of Modern U.S. Supreme Court Records and Briefs, 1832-1978 contains the world's most comprehensive collection of records and briefs brought before the nation's highest court by leading legal practitioners - many who later became judges and associates of the court. It includes transcripts, applications for review, motions, petitions, supplements and other official papers of the most-studied and talked-about cases, including many that resulted in landmark decisions. This collection serves the needs of students and researchers in American legal history, politics, society and government, as well as practicing attorneys. This book contains copies of all known US Supreme Court filings related to this case including any transcripts of record, briefs, petitions, motions, jurisdictional statements, and memorandum filed. This book does not contain the Court's opinion. The below data was compiled from various identification fields in the bibliographic record of this title. This data is provided as an additional tool in helping ensure edition Richard Helms et al., Petitioners, v. Rodney D. Driver et al. Petition / WALTER H FLEISCHER / 1978 / 78-310 / 439 U.S. 1114 / 99 S.Ct. 1016 / 59 L.Ed.2d 72 / 8-23-1978"
The Richards Bend Journals: Three Years in the Woods,Mr Jonathan Walter Thompson,,1,/book/show/22950024-the-richards-bend-journals,Walter Rodney,"Jonathan Thompson had a dream to hand build a small cabin in the woods, and live there for a number of years. He lived in the cabin he built for three years, and this is the journal he kept while there."
"Me, Mop and the Moondance Kid",Walter Dean Myers,,20,/book/show/2650982-me-mop-and-the-moondance-kid,Walter Rodney,"Although adoption has taken them out of the New Jersey institution where they grew up, eleven-year-old T.J. and his younger brother, Moondance, remain involved with their friend Mop's relentless attempts to become adopted herself and that leads to further complications."
"Problems in Psychotherapy: An Eclectic Approach, (Experimental Psychology Series)",Walter G. Klopfer,,2,/book/show/2197125.Problems_in_Psychotherapy,Walter Rodney,* from USA. Will take 25-35 days
"Life Magazine, Volume 63, No. 1647: May 21, 1914 (Book number)",J.A. (James Ames) (Editor) Mitchell,,1,/book/show/141921135-life-magazine-volume-63-no-1647,Walter Rodney,"We sell Rare, out-of-print, uncommon, & used BOOKS, PRINTS, MAPS, DOCUMENTS, AND EPHEMERA. We do not sell ebooks, print on demand, or other reproduced materials. Each item you see here is individually described and imaged. We welcome further inquiries."
Ain't I a Woman: Black Women and Feminism,Bell Hooks,1981.0,44,/book/show/250792.Ain_t_I_a_Woman,Bell Hooks,"A groundbreaking work of feminist history and theory analyzing the complex relations between various forms of oppression. Ain't I a Woman examines the impact of sexism on black women during slavery, the historic devaluation of black womanhood, black male sexism, racism within the recent women's movement, and black women's involvement with feminism."
Feminist Theory: From Margin to Center,Bell Hooks,1984.0,39,/book/show/51378.Feminist_Theory,Bell Hooks,"A sweeping examination of the core issues of sexual politics, bell hooks' new book Feminist Theory: from margin to center argues that the contemporary feminist movement must establish a new direction for the 1980s. Continuing the debates surrounding her controversial first book, Ain't I A Woman, bell hooks suggests that feminists have not succeeded in creating a mass movement against sexist oppression because the very foundation of women's liberation has, until now, not accounted for the complexity and diversity of female experience. In order to fulfill its revolutionary potential, feminist theory must begin by consciously transforming its own definition to encompass the lives and ideas of women on the margin. Hooks' work is a challenge to the women's movement and will have profound impact on all whose lives have been touched by feminism and its insights."
"Talking Back: Thinking Feminist, Thinking Black",Bell Hooks,1989.0,28,/book/show/728685.Talking_Back,Bell Hooks,"bell hooks writes about the meaning of feminist consciousness in daily life and about self-recovery, about overcoming white and male supremacy, and about intimate relationships, exploring the point where the public and private meet."
"Yearning: Race, Gender, and Cultural Politics",Bell Hooks,1990.0,21,/book/show/385655.Yearning,Bell Hooks,"bell hook's fourth book crosses disciplinary boundaries in major debates on postmodern theory, cultural criticism, and the politics of race and gender. She values postmodernism's insights while warning that the fashionable infatuation with ""discourse"" about ""difference"" is dangerously detachable from the struggle we must all wage against racism, sexism, and cultural imperialism."
Breaking Bread: Insurgent Black Intellectual Life,Bell Hooks,1991.0,20,/book/show/844594.Breaking_Bread,Bell Hooks,"In this provocative and captivating dialogue, hooks and West grapple with the dilemmas, contradictions and joys of Black intellectual life. Creating a spiritual, progressive, feminist, and ultimately organic definition of Black intellectuality, they passionately discuss issues ranging in subject matter from theology and the Left, to contemporary music, film, and fashion."
TINKER BELL'S CHALLENGE (Hook Mini Storybook),J.V. Hart,1991.0,1,/book/show/51410.TINKER_BELL_S_CHALLENGE,Bell Hooks,Tinkerbell takes a grown-up Peter Pan back to Neverland in order to rescue his children from Captain Hook
"Breaking Bread: Insurgent Black Intellectual Life 1st edition by Bell Hooks, Cornel West (1991) Paperback",Bell Hooks,1991.0,20,/book/show/234909982-breaking-bread,Bell Hooks,"In this provocative and captivating dialogue, hooks and West grapple with the dilemmas, contradictions and joys of Black intellectual life. Creating a spiritual, progressive, feminist, and ultimately organic definition of Black intellectuality, they passionately discuss issues ranging in subject matter from theology and the Left, to contemporary music, film, and fashion."
Black Looks: Race and Representation,Bell Hooks,1992.0,22,/book/show/529568.Black_Looks,Bell Hooks,"In these twelve essays, bell hooks digs ever deeper into the personal and political consequences of contemporary representations of race and ethnicity within a white supremacist culture."
Sisters of the Yam: Black Women and Self-Recovery,Bell Hooks,1993.0,5,/book/show/51377.Sisters_of_the_Yam,Bell Hooks,"When Sisters of the Black Women and Self-Recovery was originally released in 1994, it won critical praise and solidified bell hooks’ reputation as one of the leading public intellectuals of her generation. Today, the book is considered a classic in African American and feminist circles. In Sisters of the Yam , hooks examines how the emotional health of black women is wounded by daily assaults of racism and sexism. Exploring such central life issues as work, beauty, trauma, addiction, eroticism and estrangement from nature, hooks shares numerous strategies for self-recovery and healing. She also shows how black women can empower themselves and effectively struggle against racism, sexism and consumer capitalism. As hooks’ first book on psychological concerns, Sisters of the Yam paved the way for her more recent and popular writing on love, relationships and community. This South End Press Classics Edition will include a new introduction. Praise for Sisters of the Black Women and Self-Recovery : “By confronting topics avoided in polite company—including progressive black folks—hooks helps us tackle our deepest fears, those we harbor about our self-worth as African Americans, and get on with the business of becoming.”— Village Voice Literary Supplement “hooks continues to produce some of the most challenging, insightful, and provocative writing on race and gender in the United States today.”— Library Journal “[bell hooks] draws more effectively on her own experiences and sense of identity than . . . most other writers.”— Publishers Weekly"
Teaching to Transgress: Education as the Practice of Freedom,Bell Hooks,1994.0,41,/book/show/27091.Teaching_to_Transgress,Bell Hooks,"In Teaching to Transgress , bell hooks—writer, teacher, and insurgent black intellectual—writes about a new kind of education, educations as the practice of freedom. Teaching students to ""transgress"" against racial, sexual, and class boundaries in order to achieve the gift of freedom is, for hooks, the teacher's most important goal. Bell hooks speaks to the heart of education today: how can we rethink teaching practices in the age of multiculturalism? What do we do about teachers who do not want to teach, and students who do not want to learn? How should we deal with racism and sexism in the classroom? Full of passion and politics, Teaching to Transgress combines practical knowledge of the classroom with a deeply felt connection to the world of emotions and feelings. This is the rare book about teachers and students that dares to raise critical questions about eros and rage, grief and reconciliation, and the future of teaching itself. ""To educate as the practice of freedom,"" writes bell hooks, ""is a way of teaching that any one can learn."" Teaching to Transgress is the record of one gifted teacher's struggle to make classrooms work. –from the back of the book"
Outlaw Culture,Bell Hooks,1994.0,5,/book/show/51376.Outlaw_Culture,Bell Hooks,"According to the Washington Post , no one who cares about contemporary African-American cultures can ignore bell hooks' electrifying feminist explorations. Targeting cultural icons as diverse as Madonna and Spike Lee, Outlaw Culture presents a collection of essays that pulls no punches. As hooks herself notes, interrogations of popular culture can be a 'powerful site for intervention, challenge and change'. And intervene, challenge and change is what hooks does best."
"The Fabric Workshop/Museum, Philadelphia / Organise Par The Fabric Workshop/Museum",Mary Jane; Bell Hooks; Carrie Mae Weems Jacob,1994.0,1,/book/show/2224578.The_Fabric_Workshop_Museum_Philadelphia_Organise_Par_The_Fabric_Workshop_Museum,Bell Hooks,"Book by (WEEMS, CARRIE MAE). Weems, Carrie Mae, Mary Jane Jacob bell hooks"
Killing Rage: Ending Racism,Bell Hooks,1995.0,7,/book/show/17602.Killing_Rage,Bell Hooks,"One of our country's premier cultural and social critics, bell hooks has always maintained that eradicating racism and eradicating sexism must go hand in hand. But whereas many women have been recognized for their writing on gender politics, the female voice has been all but locked out of the public discourse on race. Killing Rage speaks to this imbalance. These twenty-three essays are written from a black and feminist perspective, and they tackle the bitter difficulties of racism by envisioning a world without it. They address a spectrum of topics having to do with race and racism in the United States: psychological trauma among African Americans; friendship between black women and white women; anti-Semitism and racism; and internalized racism in movies and the media. And in the title essay, hooks writes about the ""killing rage""—the fierce anger of black people stung by repeated instances of everyday racism—finding in that rage a healing source of love and strength and a catalyst for positive change. bell hooks is Distinguished Professor of English at City College of New York. She is the author of the memoir Bone Black as well as eleven other books. She lives in New York City."
Art on My Mind: Visual Politics,Bell Hooks,1995.0,7,/book/show/51389.Art_on_My_Mind,Bell Hooks,"In Art on My Mind , bell hooks, a leading cultural critic, responds to the ongoing dialogues about producing, exhibiting, and criticizing art and aesthetics in an art world increasingly concerned with identity politics. Always concerned with the liberatory black struggle, hooks positions her writings on visual politics within the ever-present question of how art can be an empowering and revolutionary force within the black community."
Art on my Mind,Bell Hooks,1995.0,7,/book/show/227760593-art-on-my-mind,Bell Hooks,"In Art on My Mind , bell hooks, a leading cultural critic, responds to the ongoing dialogues about producing, exhibiting, and criticizing art and aesthetics in an art world increasingly concerned with identity politics. Always concerned with the liberatory black struggle, hooks positions her writings on visual politics within the ever-present question of how art can be an empowering and revolutionary force within the black community."
Bone Black,Bell Hooks,1996.0,17,/book/show/51394.Bone_Black,Bell Hooks,"“A canvas of vividly impressionistic splashes of growing up young, gifted, Black, and female.” ― The Philadelphia Inquirer In this memoir of perceptions and ideas, renowned feminist intellectual bell hooks presents a stirringly intimate account of growing up in the South. Stitching together the gossamer threads of her girlhood memories, hooks shows us one strong-spirited child’s journey toward becoming a writer. Along the way, hooks sheds light on the vulnerability of children, the special unfurling of female creativity, and the imbalance of a society that confers marriage’s joys upon men and its silences on women. In a world where daughters and daddies are strangers under the same roof, and crying children are often given something to cry about, hooks uncovers the solace to be found in solitude, the comfort to be had in the good company of books. Bone Black allows us to bear witness to the awakening of a legendary author’s awareness that writing is her most vital breath. “With the emotion of poetry, the narrative of a novel, and the truth of experience, bell hooks weaves a girlhood memoir you won’t be able to put down―or forget. Bone Black takes us into the cave of self-creation.” ―Gloria Steinem"
"Reel to Real: Race, Sex, and Class at the Movies",Bell Hooks,1996.0,8,/book/show/681868.Reel_to_Real,Bell Hooks,"In Reel To Real , bell hooks talks back to films as a way to engage the pedagogy of cinema--the way film teaches its audience. bell hooks comes to film as a cultural critic, fascinated by the issues movies raise--the ways cinema depicts race, sex, and class. Reel To Real collects hooks' classic essays on films such as Paris Is Burning or the infamous ""Whose Pussy Is It"" essay about Spike Lee's She's Gotta Have It , as well as newer work on Pulp Fiction, Crooklyn and Waiting To Exhale . hooks also examines the world of independent cinema. Conversations with filmmakers Charles Burnett, Julie Dash, and Arthur Jaffa are linked with critical essays, including a piece on Larry Clark's Kids , to show that cinema can function subversively as well as maintain the status quo."
Earths Grows Thick,Bell Hooks,1996.0,1,/book/show/991713.Earths_Grows_Thick,Bell Hooks,"Emily Dickinson's poems stand alone in the English language in their severe yet wild shapeliness and unhindered dexterity of thought. In Earths Grow Thick , the American artist Roni Horn put those poems--or lines from them--to new uses, incorporating her words in a series of austere, stick-like sculptures. Horn makes similar use of William Blake, but her sympathy with the work of Dickinson is clear, and results in a beautiful form or word sculpture. This handsome catalogue is published in conjunction with the first exhibition to present the four bodies of Horn's work comprising the Dickinson sculptures. The illustrations are complemented by texts ranging from Judith Fox's interview with Horn to bell hooks' intimate recollections of her childhood introduction to Dickinson's work."
Wounds of Passion: A Writing Life,Bell Hooks,1997.0,8,/book/show/17605.Wounds_of_Passion,Bell Hooks,"“bell hooks’s brave memoir of struggling to find her own work, love, and independence.” ―Gloria Steinem With her customary boldness and insight, brilliant social critic and public intellectual bell hooks traces her writer’s journey in Wounds of Passion . She shares the difficulties and triumphs, the pleasures and the dangers, of a life devoted to writing. hooks lets readers see the ways one woman writer can find her own voice while forging relationships of love in keeping with her feminist thinking. With unflinching courage and hard-won wisdom, hooks reveals the intimate details and provocative ideas of the life path she carved out of words, lighting the way for all writers who would tread in her wake. This memoir is an illuminating vision of a writer’s life from one of America’s treasured authors. “I love this book. Each offering from bell hooks is a major event, as she has so much to give us.” ―Maya Angelou"
bell hooks' Engaged Pedagogy: A Transgressive Education for Critical Consciousness (Critical Studies in Education and Culture Series),Namulundah Florence,1998.0,3,/book/show/51379.bell_hooks_Engaged_Pedagogy,Bell Hooks,"This work lucidates bell hooks' social and educational theory, with emphasis on her 1994 book, Teaching to Education as the Practice of Freedom . Florence deals with the issues of marginality and cultural alienation that are so prevalent among certain groups within the American society and presents strategies to help develop critical consciousness and affirmation of formerly subordinated cultural traits and characteristics. Her study resonates with current themes raised by critical, feminist and multicultural scholars showing how marginalized groups may be guilty of reinforcing their own status through complicity with the dominant culture's world view, and how education can empower them to demand a more egalitarian society and one that recognizes cultural plurality."
All About Love: New Visions,Bell Hooks,1999.0,68,/book/show/17607.All_About_Love,Bell Hooks,"All About Love offers radical new ways to think about love by showing its interconnectedness in our private and public lives. In eleven concise chapters, hooks explains how our everyday notions of what it means to give and receive love often fail us, and how these ideals are established in early childhood. She offers a rethinking of self-love (without narcissism) that will bring peace and compassion to our personal and professional lives, and asserts the place of love to end struggles between individuals, in communities, and among societies. Moving from the cultural to the intimate, hooks notes the ties between love and loss and challenges the prevailing notion that romantic love is the most important love of all. Visionary and original, hooks shows how love heals the wounds we bear as individuals and as a nation, for it is the cornerstone of compassion and forgiveness and holds the power to overcome shame. For readers who have found ongoing delight and wisdom in bell hooks's life and work, and for those who are just now discovering her, All About Love is essential reading and a brilliant book that will change how we think about love, our culture-and one another."
Remembered Rapture: The Writer at Work,Bell Hooks,1999.0,4,/book/show/51409.Remembered_Rapture,Bell Hooks,"“Even though writing is a solitary act, when I sit with words that I trust will be read by someone, I know that I can never be truly alone.” ―bell hooks, “women who write too much” In this timeless essay collection on the writing life, award-winning author and renowned thinker bell hooks shares the secrets gleaned from years of facing the blank page, pen in hand. At a time when the death of the book has been proclaimed, hooks’s Remembered Rapture beats with a pulsing passion for words, reminding us of literacy’s potency and the vital joys of reading and writing. In contemplative essays infused with her personal experience, hooks reveals her wide-ranging intellectual scope. With insight and vision, hooks untangles the complex personae of women writers, especially those whose work goes against the grain. This inspiring collection from a treasured American author is for everyone who believes in the power of the written word. “For anyone who writes, or seeks to understand the writing process, or wants to know more about the erudite and passionate mind of bell hooks, this is the book to read.” ― The Philadelphia Inquirer"
Happy to Be Nappy,Bell Hooks,1999.0,11,/book/show/51392.Happy_to_Be_Nappy,Bell Hooks,"The groundbreaking picture book by legendary author bell hooks and multi-Caldecott Medalist Chris Raschka that celebrates hair, perfect for fans of Hair Love and I Love My Hair! Happy with hair all short and strong. Happy with locks that twist and curl. Just all girl happy! Happy to be nappy hair! Nominated for an NAACP Image Award, here is a buoyantly fun read aloud brimming with playful -- and powerful -- affirmations."
Feminism Is for Everybody: Passionate Politics,Bell Hooks,2000.0,63,/book/show/168484.Feminism_Is_for_Everybody,Bell Hooks,"Acclaimed cultural critic bell hooks offers an open-hearted and welcoming vision of gender, sexuality, and society in this inspiring and accessible volume. In engaging and provocative style, bell hooks introduces a popular theory of feminism rooted in common sense and the wisdom of experience. Hers is a vision of a beloved community that appeals to all those committed to equality, mutual respect, and justice. hooks applies her critical analysis to the most contentious and challenging issues facing feminists today, including reproductive rights, violence, race, class, and work. With her customary insight and unsparing honesty, hooks calls for a feminism free from barriers but rich with rigorous debate. In language both eye-opening and optimistic, hooks encourages us to demand alternatives to patriarchal, racist, and homophobic culture, and to imagine a different future."
Where We Stand: Class Matters,Bell Hooks,2000.0,23,/book/show/17603.Where_We_Stand,Bell Hooks,"Drawing on both her roots in Kentucky and her adventures with Manhattan Coop boards, Where We Stand is a successful black woman's reflection--personal, straight forward, and rigorously honest--on how our dilemmas of class and race are intertwined, and how we can find ways to think beyond them."
Marcia Lippman: Sacred Encounters East and West,Bell Hooks,2000.0,3,/book/show/51406.Marcia_Lippman,Bell Hooks,"These photographs invite the viewer to take part in a stunning journey of spirit and imagination. Lippmann's eye dwells affectionately on the sensuous and lyrical, distilling time and memory through meditative attention to hidden details which transport, expand and enrapture as do the best music and poetry. Culled from years of solitary travel into largely-unmapped territory, this book stirs the soul and awakens the heart in its celebration of East and West, beauty and sexuality, ritual and ceremony, flesh and stone, life and death - the common threads in the human tapestry."
